Token,Coefficient
cholesterol,1.239141093467582
anorexia,-1.235843461047812
military,1.2291571659505889
androgenetic,1.2288790448207199
adult,1.2273816398248967
hormone,1.2252030516059633
ly3484356,-1.225147645629619
intrauterine,-1.2197356177997014
triple,-1.2191719736813669
sentinel,-1.2154856647609238
ppd,-1.2143521346294366
existence,1.2143506006567155
intact,-1.212703341028495
cavity,-1.211832703504173
damage,1.210873220416388
complication,-1.2107462940542002
urethral,1.2095216494113765
lymphedema,-1.2076381206732199
anthracycline,-1.2065096020620936
minority,1.2029044622149423
tamsulosin,1.2008814157817196
psychological,-1.2006469753584144
supplementing,-1.1989701656538871
experienced,-1.1975379939949815
retain,1.1975376489575231
levonorgestrel,-1.197426765976405
aging,-1.1969854063705125
vardenafil,1.196125447291018
traditional,-1.1957381952524928
ag200,-1.193417248406806
luteal,-1.1916500999166229
monitored,1.1891917134247019
dos,1.1868012996382762
atopic,1.1843237222911587
plantar,-1.1842966077921013
follicular,-1.1812487328113572
hot,-1.175288524044297
leiomyoma,-1.1724943201144082
obese,-1.1700833987069827
gland,1.168694476506275
eclampsia,-1.167215006932358
satisfaction,-1.1575807513187815
elagolix,-1.1575553864644554
pelvic,-1.156042082954808
adjuvant,-1.1532595369086376
etoposide,1.1529924827815001
cicatrix,1.1519200458248915
cystitis,-1.1481935022625116
myoma,-1.1463541487503865
tomato,1.1454626439884203
substance,1.1415336208839226
counselling,1.1398897838068547
ymsm,1.1396811233922377
castrate,1.138689198434556
hospital,-1.1384007885594858
proellex,-1.1376896859393002
preventive,-1.1346477362740819
bioequivalence,1.1337247009672007
painful,-1.1335135522769013
exemestane,-1.1274178710070244
bicalutamide,1.125600078266841
although,1.1218935473837293
vulvovaginal,-1.1209152649813863
pakistan,-1.1200267841300313
trus,1.1195527285162687
aromatase,-1.1193824239976262
epidemic,1.1181808397254929
misoprostol,-1.1180344883459585
prednisone,1.1153620396724828
bioavailability,1.1149982644899825
cope,-1.1143877624168195
menorrhagia,-1.1123480572692972
forearm,1.109079950741886
depressive,-1.108169112841593
radioactive,1.105639622884774
tomography,1.104131099879733
acute,1.1037393892833496
indicator,1.100947368824428
hamstring,1.0966999658848013
concentration,1.0943243543839671
needle,1.0928226938408823
slow,1.0921189902400485
isotope,-1.0918941345914372
insufficiency,-1.0890946331647977
ed,1.0881360909703328
2a,-1.088054598528758
together,1.0875836994502401
substrate,1.087185996042595
syndrome,-1.0865434295351082
dutasteride,1.0859380269367482
ib,-1.0845886738386197
usual,-1.0824177438667135
cellulite,-1.081639382476005
parturients,-1.0814589263015066
basal,1.07621493451607
load,1.0761477456865212
veteran,1.0754473138505989
ethinyl,-1.0726184659052453
paclitaxel,-1.0725490470878625
intraoperative,-1.0723536014717692
ask,1.0722292392660697
ongoing,-1.0701045592972407
vaginosis,-1.069521947547403
simultaneously,1.0659209310869973
involvement,1.060613094210691
mcrpc,1.0604194240358638
mucosal,1.0599237952208604
relatively,1.0580637963548327
learn,-1.0577414159910037
sterile,-1.0575480088666926
milk,-1.0569526728565417
check,1.0566263154462856
shrink,1.0560360156958666
monitoring,-1.0545207659593803
hrpc,1.053518588931801
outpatient,-1.0513972948028787
virtue,1.05089514586085
squamous,-1.0502057368584714
balance,1.0501161475122784
soccer,1.049505176816991
hpv,-1.0486518272875072
accelerated,-1.041892145610365
unknown,-1.0368372802111994
vaccinate,1.0359676937816538
surgery,-1.0343504376233723
gonal,-1.034177202591339
axillary,-1.0337717132165254
confidence,1.0336798916117025
fe,-1.0317985852558742
bed,1.0315827346349906
carcinoma,-1.0310338327196789
adenosquamous,-1.0307568890148495
ivf,-1.0301883854190255
cvd,-1.0297206559979057
streptococcus,-1.0293526660149357
14c,1.0292115551510763
intention,1.028179561342704
pre,-1.0271360060008818
diabetes,1.0259757898813429
prandial,1.025708366033943
tf1,-1.025464784618895
wrinkle,-1.0251454618970235
ctx,-1.0242636237064597
ridaforolimus,-1.0242571316120666
ventilation,1.023768231151382
flibanserin,-1.0223648422363278
dystrophy,1.0219455041363077
bind,1.0218905940681173
lung,1.0208068347144879
vasomotor,-1.0204853713634987
chemotherapy,-1.0198988431523253
psma,1.0197030248445313
eu,1.0191757161671404
endotoxemia,1.0191009451258728
ethinylestradiol,-1.0187406388770044
delay,1.0177185527275001
connective,1.0168055618736553
ripening,-1.0167302763973856
cerebral,1.0164458306621988
seminal,1.0157940340010083
insomnia,-1.0132927697061054
particle,1.0122313822646205
pca,1.0089886686361116
gay,1.007511250399042
habit,1.0075046827773126
repair,1.0070715891617208
oxidative,1.0070343443619847
obstetrics,-1.006522645997633
randomly,-1.0056636381277604
successfully,-1.004807692151273
laparoscopic,-1.0047720886403826
daytime,1.0040031267459355
participantswill,-1.0027604733837279
intranasal,1.0024455447347844
cervarix,-1.0020633523511115
arterial,1.0013212199342192
constipation,-1.000530956184289
amino,0.9986350229594116
sexual,0.9969384080249705
botanical,0.996612916710554
jnj,0.9945665563851135
partnership,0.9943426720355347
vpa,-0.9939359813148402
prosocial,0.9924768478982204
china,0.989097549704847
steep,0.9885350754429145
genital,-0.9873021844842168
scan,0.9857158595630441
loss,-0.9845328361976938
hypertrophy,0.9841175697706771
letrozole,-0.9820241471082659
expression,-0.9818485632251908
sutent,0.9810329233947744
weight,-0.9787004420474393
levonogestrel,-0.9786334687159342
facility,-0.9764195419579672
embryo,-0.9758202840532912
fathering,0.9748621481493437
clamp,0.9738192338269828
onset,-0.9729494432422292
identical,-0.971828581094349
additive,-0.964387400082395
broader,0.9641858287690376
psoriasis,0.9637342495141553
extremity,0.9632007124266572
norethindrone,-0.962289380538703
rectum,0.9611863009194143
dci,-0.96002638202128
football,0.9581583205847665
hyperlipidemia,0.9578970364422028
oxt,0.9551054935307656
biopsy,0.955069118739325
normal,0.9544046265392396
gap,0.953656179051209
hyperstimulation,-0.9534868895077963
drawn,-0.9518335884005686
pecs,-0.9517635393732462
tube,-0.9516637363487888
follicle,-0.9515346175850544
resistant,0.9509455076923249
enzalutamide,0.9503293969639336
saturated,0.9494447563938482
beam,0.94568827034509
fifteen,-0.9454604419140559
menses,-0.9452471667328365
safest,-0.943680078590223
sufficiently,0.9434605179002215
genotype,0.943174750211176
epidural,-0.94297962656459
prolactin,-0.9427181731629332
pharmacodynamic,0.9424499639919888
gm,0.9422962007035771
parasternal,-0.9413933839634391
pressor,0.936120445371677
stretching,-0.9359620243592933
d3,-0.9341830878442291
addressed,-0.9340443985646866
signalling,0.9340271489909966
marketing,0.933938064701079
lifting,0.932001703373964
supplemented,0.9310917642787268
aspiration,-0.9310813606985205
ie,0.9307966266247544
conserving,-0.9286626521634905
sedative,0.926336621985016
substantial,-0.9244562486212479
anemia,-0.924278023414273
cytotoxic,-0.9240183360698674
consist,0.9231748285079636
lumbar,-0.9229440344008525
county,-0.922903275502309
cabazitaxel,0.9221124720407052
twice,-0.9196147386729381
mid,-0.9194865159694616
sternotomy,0.9187106026326778
inhibition,0.91858479362064
gynecology,-0.9182351330887407
cin,-0.9180732473424889
duchenne,0.9180493930687856
mom,-0.9170644436297701
organic,-0.9161998005164163
considering,-0.9160181691656903
nonchildbearing,-0.915195922903865
pra,-0.915195922903865
postprandial,0.9135387706252712
took,-0.9107479658729738
hypofractionated,0.9103437782260763
radiofrequency,-0.9091181696897395
postnatal,-0.9072558488761743
ankle,0.9071377081590388
ix,0.905680518839461
urethritis,0.9048216796257625
cold,0.904706035694902
ipv,-0.9028650068583418
elective,-0.9007878797673344
obstetrical,-0.899848972583187
liver,0.8991016322130788
laxity,-0.898808122676334
met,-0.8983022040814235
anesthesia,-0.897397185591817
approach,-0.8972516414304059
eligard,0.8967731639033751
artery,-0.8963247292356287
peptide,0.8962438676320936
home,-0.8954320480968317
traction,0.8947529022355346
rgb,-0.8947471722843805
fixed,0.8938696427597801
degree,0.8924818778321804
sipuleucel,0.891449061891723
runner,0.8893798659270621
copd,0.8891302506167148
ip,0.888047277744646
characteristic,0.8879774235773394
propose,-0.8866552880542004
fragile,0.8865961187451962
tidal,0.8864300506710725
functionality,-0.8862161206499449
voiding,-0.884565396556129
imagery,-0.8825543672049639
flexible,0.8824377462843644
chain,0.8816632765291924
hyperalgesia,0.881422659428652
se,0.8803392034921451
infusion,0.8800973085090011
education,-0.878438076177182
stricture,0.8783298826107621
transrectal,0.8780006853117251
local,0.8771271312242953
leo,0.876689655086305
abiraterone,0.8756676518936695
gelatin,-0.8754946383824935
alteration,-0.8747509883334856
mcg,-0.8746535932868714
anovulation,-0.8743500506339472
predict,-0.8743297609900084
hyperalgesic,0.8743025880152789
advantage,0.874191825106355
resuscitation,-0.8737732613897885
ago,-0.8735228493699526
fdl169,-0.8733247853573909
tomosynthesis,-0.871776486764075
chip,0.8698219247305914
radiation,0.8697015900412244
paradigm,0.8669259186393121
latency,0.8663548103296858
writing,-0.8660013441253404
black,0.8652398217875581
rta,0.8649742978225845
hunger,-0.8626601759169031
c1,-0.8615407504945255
basic,0.8614859242858822
atorvastatin,0.8600457019496218
excessive,-0.8599815083494745
schizophrenia,0.8592599610747208
count,0.8592377746275326
tranexamic,-0.8586681241881228
niraparib,-0.8579157417494095
unicirc,0.8578858579413011
stroke,0.8577633409398706
maternity,-0.8577402397871864
stabilization,-0.8571585363516359
intrapartum,-0.8565184563305327
flash,-0.8564722433916723
inferiority,-0.8562878100861693
lupus,-0.8561401606860448
community,-0.8555087050687255
sedation,0.8553750523162216
particular,0.855349027942046
colposcopy,-0.8550522292175967
rest,0.8546192829745595
ct,0.8543979709087692
refractory,0.853470565847773
posterior,-0.8533456976693927
serratus,-0.8533112180631396
handgrip,-0.8523923060954889
role,0.8513972308534301
urology,0.8512640536940645
oocyte,-0.8490494847246282
disability,-0.8488061161685416
endothelial,0.8482128298903597
shr,-0.847734196339633
phaseⅰclinical,-0.847734196339633
nsv0001,0.8475640895401627
poor,-0.8471301887629281
adaptation,0.8465455394649741
fructose,0.8463900988121232
chosen,0.8458533366126023
plane,-0.8455982785897614
clinically,0.8449657750097025
tamusulosin,0.8436865674354037
tool,0.8434376835137966
fog,-0.8423998273671823
core,-0.8414600022376575
isoenergetic,0.8406958026615138
prosthesis,0.8397564109484488
glycaemic,0.8395950579552725
intravaginal,-0.8395928883430074
erythematosus,-0.8390520460162177
simultaneous,0.8388193987186914
polyphenols,0.8377165521817171
sti,0.836830658111722
compromised,-0.8355856829986076
war,0.8353838814136784
amputation,0.8351468560202283
registered,-0.8350168515096666
vinorelbine,-0.833541659305498
try,0.8323604708542054
operable,-0.8323578875743712
asoprisnil,-0.8321674643828199
recommended,-0.8321434728281069
fertilization,-0.8318183767702828
calcitonin,-0.8316270802528389
posttraumatic,0.8313461691487266
medium,-0.8313038418922915
cumulatively,-0.8312337617403375
immediate,0.8309190650395405
mammographic,-0.8301610355929022
calisthenic,0.8285036292265389
hunter,0.8280691936767938
motile,0.8277880105361546
docetaxel,0.8274454891076748
buprenorphine,0.8273132603218383
simulated,0.8271822850473981
oxygen,0.8265544654708105
telomere,0.8264684695924275
renal,0.8260082382696643
neurotrophins,-0.8257999050780143
needed,-0.8257811899053619
uric,0.8247424770764047
hypoxia,0.8238080430328932
untrained,0.8236524758109748
rett,-0.8235171206164632
multiparametric,0.8232547683863218
pin,0.8230893821414673
juvenile,-0.8222224081320225
antiepileptic,0.8217410791433538
proliferation,-0.8217203248110434
incidense,-0.8217177447665398
volunteering,0.8214591151264707
rotigotine,0.8209716445323986
expected,0.8200408239953655
statistically,-0.818432213966073
iief,0.8182470530598517
fragmentation,0.8172304840344115
endurance,0.817076758488975
flaxseed,-0.8169144651553515
lean,0.8168122292945682
enlarged,0.8166281849202058
adalat,-0.8154270834307112
koning,-0.8152411014005874
abc,-0.8142163124370168
proof,0.8140730486607541
pmtct,-0.8124984827568279
supervision,-0.8115156502181683
genitalia,0.8115110700647368
nuvaring,-0.8115102190420741
pet,0.8108050746479151
sildenafil,0.8101574144954593
staying,-0.8094191254671022
trying,-0.8092624606367492
iiia,-0.809009476363006
candidiasis,-0.808627810605906
feasible,-0.8081241553520101
cancerous,-0.8081192392467524
rosiglitazone,-0.8080174082681792
flexibility,0.8080068400199081
viii,0.8080018456152639
especially,0.8077930298151569
lipid,-0.8071818943211997
allowing,-0.8067627634249631
cosmetic,-0.8065684121997144
selected,0.8064578455708056
theraderm,-0.8063043043625203
catheterization,-0.8058261254286956
insertion,-0.8052584556403471
impairment,0.8050610680856944
co,0.8043726110005375
us,-0.8026274967480859
gathered,-0.8019912345232222
located,0.8016376010960055
piperine,-0.8015593681859684
running,0.8007418899901683
spanish,0.8004205011573922
applicator,-0.7990613614145481
isoflavones,-0.7989472349060962
muscle,0.7989177678330716
severity,-0.798762209503572
brain,0.7983064856333455
choroideremia,0.7982264035556227
advanced,-0.7976910059268378
responsa,0.7956568609872304
dysplasia,-0.7946827744587707
far,0.7940566239566663
viscosity,-0.7939932018052784
peak,0.793967376387426
normality,0.793765327991961
adme,0.7933682048586013
paternal,0.7933481849092073
relaxation,-0.7932355209651887
incidence,-0.7930286623887222
intravenous,0.7928379478560948
empowerment,-0.7927538457712029
fulvestrant,-0.7923077324165647
mineral,-0.7922051017518169
luts,0.7916383468738896
mention,-0.7911120636297415
leptin,-0.7903370823609263
aggression,0.7898079863492864
sided,-0.7891952063572322
alcoholic,0.7891931595992799
activation,0.7885827752799276
uninfected,-0.788500761580445
mammaplasty,-0.7879091501734562
involving,-0.7874547517673559
conservative,-0.7864641694448078
nausea,-0.7864312083106122
transvaginal,-0.7861185565506454
pph,-0.7856618354204952
cch,-0.7854252268341911
temporary,0.7851825496274624
thinking,-0.78454797153392
injury,0.7844598187244812
still,0.7837726885040318
sucrose,0.7831404694503147
seated,-0.7829797557769475
solabegron,-0.7829209745714544
gardasil,0.7824349074082024
lifelong,0.78227905140372
desis,0.7813978656835848
graduate,0.7808274292544689
meet,-0.7803247444710081
act,0.7796470506853544
drinking,0.7792220608905401
biceps,0.7784307472178073
fedovapagon,0.7780800354827636
stature,0.7777033530898007
engage,0.7773113027081181
modulation,0.7772773243996237
experience,-0.7759375181678659
levita,0.7758428645057769
parp,-0.7741093740019793
trail,0.7738703217611417
spiroergometry,-0.7738128733045251
kinetics,0.773652467198298
methadone,0.7736227240314351
mind,-0.7736050236891509
dilation,-0.7734531107639995
od,0.7730818073938266
gip,0.7728480940413025
panhypopituitarism,-0.7726780217699969
working,0.7720023052991167
flush,-0.7718355096711033
knowledge,-0.7717249777108542
continue,-0.7707276161731579
pth,0.7703021013367686
fviii,0.7700504008249466
dextromethorphan,0.7700097024603836
metabolism,0.7691648111742894
syringe,0.7691375795474339
game,0.7686931952151458
classification,-0.767553304322801
limited,0.7664220389250103
liposome,-0.7661387563356382
desirable,0.7660912983193059
durvalumab,-0.7657016973935631
primiparous,-0.7655497228088524
expense,0.7655056791906945
locally,-0.765455385343282
injection,0.764482433045707
breastmilk,-0.7639128446114465
spectroscopy,0.7632378679554856
hypogonadal,0.7626260515557791
swallowing,0.7625684755277559
vilaprisan,-0.7623729371139227
unsupervised,-0.762336683653591
bethanechol,-0.7620575959009281
nationally,0.7619578012102315
intense,0.7615811257748942
e2,-0.7615447969816798
recent,0.7609500021774254
brazilian,-0.7608621927006327
undergone,-0.7604698880581668
ar,0.7602573332649772
tendon,0.7600301305100644
faslodex,-0.758863022399843
scintigraphy,0.7583538772712117
obstruction,0.7576681054225765
trauma,-0.7575910746660809
homeopathy,-0.7574957947281963
technologist,-0.7573970055856051
teriparatide,-0.7572601654924285
sensation,-0.7572402936931563
ductal,-0.7563583921425844
lsp,-0.7549419365661079
nicotinic,0.7544639325221746
dixon,0.7540931621108972
spermotrend,0.7536870463613924
ethanol,-0.7536454713757237
play,0.7535277054353557
accurately,-0.7533821246009379
altitude,0.753264720868437
appearance,-0.7532001748977032
expander,-0.753100797957622
hr071603,0.7529667860968828
urethra,0.7528929026536032
anticipation,0.751898668103504
amenorrhea,-0.7514179289843059
tibetan,-0.7510579252100529
fifty,0.7510257193599479
complicated,-0.7495794909371621
anthropometric,-0.7493391256060569
physiologic,-0.7489217559683213
pair,-0.7487680235290571
sought,0.7482939742830506
citrulline,-0.7481832157889862
condom,0.7470710226007904
dense,-0.7469122512261329
controlling,-0.7468246312388377
midwife,-0.7466638774156698
highest,0.7461432924183128
centrifugation,0.7456242954102831
assault,-0.7454564431707699
post,-0.7452504750575106
protein,0.745165436819114
pbmt,0.7448764584460807
su,-0.7444915914141247
prevent,-0.7437167355735246
autism,0.7432554079580559
cj,0.7430487685864309
swelling,0.7430247709533961
perineal,-0.7428669722264827
paroxetine,0.7422677582115337
application,-0.7421350757412187
deterioration,0.7419225458228348
osteopenia,-0.7419039417652311
ssb,-0.7412971727176735
checkpoint,-0.7409207068729716
abuse,-0.7404486597928754
processed,0.740436953549186
formulation,0.7403365356616362
score,-0.7400314772155576
reduction,-0.7395200302142348
sprout,-0.7393208228670191
staff,-0.7392780076440993
mbc,-0.7391903595088046
special,0.7391669498627144
silodosin,0.738779521559924
degarelix,0.7382687646848122
excretion,0.7379467734864449
nonpregnant,-0.7376837517145157
surrounding,-0.737349291838144
mechanically,0.7369434658553287
bearing,-0.7366165566543748
adequate,-0.7363947103556506
sle,-0.7361794546707926
iu,-0.7350753724599975
contradictory,-0.735066396590227
thereafter,-0.7344561556672331
dyspareunia,-0.7344070964645344
adequacy,-0.7343052852524384
vmmc,0.7341307396691492
wearing,0.7339228504565182
elucidate,0.7336782652889869
ease,0.7336709605602867
hypertensive,-0.7336265444144624
atypical,-0.733378147557856
facebook,-0.733162407311428
hypothalamic,0.7328862188660765
tremelimumab,-0.7326685249480398
gynecomastia,0.7326276083490171
aflibercept,-0.7325318358003965
floor,-0.7324924849533413
dysfunctional,-0.7323003598332055
elastomer,-0.7316357310955408
urogenital,0.7311300743243171
created,-0.7308168799662063
heat,0.7304503167354099
gsk221149a,-0.7300819613179002
african,0.7298944408936616
quadriceps,0.7293494357357347
precise,0.7273505980059822
comfortably,0.7273240509315663
justice,-0.7272645870536808
prophylactic,-0.7265262387084755
panel,0.7264899858470178
lipaemia,0.7255886757114335
psychotic,0.7255183545646976
chemo,-0.725357455442182
rbc,-0.7251037599965633
extirpative,0.7249454164722483
txn2,0.7249454164722483
3m0,0.7249454164722483
tendinopathy,0.7246259109481425
depend,0.7244591338210983
ghd,0.7244454483928138
chd,-0.723388871646912
hypotension,-0.7231666586013082
topiramate,0.7230026381079492
bavituximab,-0.7222183303326971
stonewall,0.7220433159013816
omission,-0.7219637078830273
silybin,-0.7214403866925031
conception,-0.721376052639392
distribution,-0.7202871029315153
subfraction,0.7201188532644425
schizoaffective,-0.7200200259559698
iiib,-0.7197093420166842
classic,0.7196556709450372
fasting,0.7192680344119264
recist,0.7190357089297109
midwifery,-0.7187521186189263
dysregulation,-0.718431051402926
eliminated,0.7170599367711279
exisulind,0.7167223888241755
meta,-0.7166941399489073
hsv,-0.7164600830470591
headache,-0.7164521317456403
refinement,-0.7163684771180554
postural,-0.7163035914101327
drink,0.7158973380778135
doping,0.7153444106013418
gynaecological,-0.7152035310807462
cystoscopy,0.7150704089918112
rodent,0.7149964258529174
homosexual,0.7148603216112913
artificially,-0.714672331323702
lab,-0.7145305998570216
reliever,0.7139951438789497
multimodality,0.7138296804129748
got,0.7137984858711712
irritable,-0.7137513087657463
cocaine,-0.7136457814199807
repeated,0.7133811325693993
reserve,-0.7133673538210212
top,-0.7132550997085085
dmd,0.7125163277769786
lactic,-0.711563135178021
southern,-0.7110426331464056
passive,0.7109990775624718
closure,-0.7108366160237078
place,-0.7107547036786535
gabapentin,0.710578631527314
sedentary,-0.7104608877568307
attentional,0.7100040110997836
cavitation,-0.7099742900553611
aerobic,0.7098818184620155
dc,0.709783013414666
prognosis,-0.7095920864241396
carotene,-0.7095615552316994
entry,0.7089411808266247
urologic,0.7088384061284974
lichtenstein,0.7085844506089685
fluorouracil,-0.7085628172147704
behavioural,-0.7074218721326219
brca,-0.707386590319997
fascial,-0.7070992930693015
flap,-0.707009277500337
haemorrhage,-0.7062391439325157
aag,0.7059596833130527
refine,0.7058139088532437
depth,0.7056795043223327
clearance,-0.7054869703304842
hypothetically,-0.7053852143629801
malignant,-0.7053579678555111
studying,0.7052469068460397
augmentation,-0.7051656365713127
dl,0.7045923252611203
puncture,-0.7043799158602444
fed,0.7042642522691405
fentanyl,-0.7040019510748385
position,-0.7034286745924043
operation,0.7027751399353556
downhill,0.7027575615706759
depends,0.7025548425954204
elasticity,-0.7023402163882851
youth,0.7020634427221798
normally,-0.7020330628455473
adjunctive,-0.7018972943175963
iud,-0.7018671695575339
recreational,0.7013098424307989
difficult,-0.7011113874181446
valproate,-0.7010842111573716
societal,0.7005099728602294
regular,-0.7004016815120498
dermacyd,-0.7002108248730929
fall,-0.6995491041660793
segment,-0.6991176991916398
color,-0.6987363160518957
efficacious,0.698344855519947
hysteroscopy,-0.6981927406596021
omega,-0.6981571578482647
universal,-0.6977917375286471
quantification,-0.6977267229323043
dysmetabolic,0.6976341414898652
dios,0.6976341414898652
phlebotomy,0.6976341414898652
imaging,0.6972992725855651
scarring,0.6972575012342975
pea,0.6968005089643783
inhibitor,0.6965927371653368
optimum,0.6965912381024945
fibrocystic,-0.6963626430302184
aggregation,0.6962766101929146
vivo,0.6961534003510921
3rd,-0.6960955718006131
pathophysiology,0.6953766719161668
dysfunction,0.6949579523695162
pet500,0.6949378658269303
tetracaine,0.6949378658269303
aid,0.694931969625746
sarcopenia,0.6949282306133917
incontinence,-0.6944628458835576
vehicle,0.6944600719096785
maximum,0.6941871092333047
eeg,0.6936812176652803
intestinal,0.6934162515928654
energetic,-0.6933757745897409
sized,-0.693183732617201
proportion,-0.6929056544035058
priming,-0.6926868862605285
nnc0174,0.6926014100185174
anaesthetic,0.692255776927209
parturition,-0.6921906905701117
injected,-0.6909802770414255
hygiene,-0.6908908201387796
bmd,-0.690857672329539
stray,0.690829983907464
dependency,0.6907684427432265
canadian,-0.6905367238041817
ipilimumab,0.69051087178978
int,0.6903931320975943
behaves,0.689789997058722
isoenzymes,-0.6896200141831128
leiomyomata,-0.6892571021873836
jatenzo,0.6892051179774888
oxide,0.689178239634948
strenuous,0.6886817892948603
avanafil,0.6886458495793416
static,0.6886313393840415
carboplatin,-0.6884720816098326
amateur,0.6884243626089077
decoction,-0.6874118899875282
microdialysis,0.68697949068674
autonomic,0.6869418216688874
inferior,-0.6865999062541398
17b,-0.6864263172600992
telmisartan,0.6863117692242112
submaximal,0.6854494672767816
shelter,-0.6851217696175246
cyclen,-0.6844216423535561
concluded,-0.6840820061125796
coach,0.6840810176260393
tab,0.6836064671381069
neisseria,-0.6834859839896544
gonorrhoeae,-0.6834859839896544
phyllode,-0.6832342439737713
gastritis,0.6824320359658214
gnbac1,0.6824320004540784
adriamycin,-0.682171803944257
ortho,-0.6819054484806495
xm17,-0.6815672488095325
cm,-0.6814456903942357
monoclonal,0.6811263203914895
safe,0.6809842878237593
urgency,-0.6808379798950555
ert,-0.6803683370039577
opposing,0.6803424255253538
immediately,-0.6802184402493672
presenting,-0.6795328625070846
manage,-0.679033957784814
hcl,0.6789813507367614
cleaning,0.6787825124313172
aipc,0.6783082083685215
zoledronic,0.6778719012153274
slows,0.6777468409491259
premenstrual,-0.6775151524970776
healthwise,-0.677503860302865
elimination,0.6772659628010669
rare,0.6768127175005324
finished,-0.6764369654877384
disliked,0.6760457710531196
lhrh,0.6760388258880821
skeletal,0.6759330674602515
mechanic,0.6756536449053704
cocs,-0.6755476664229777
photon,0.6755153694883766
pro,0.6748767943911776
nonobstructive,-0.6740912968812268
cataract,0.6736233395934248
usr,0.6734216051035636
severe,-0.673404068496593
blocker,0.673016770181268
immunity,-0.6725253252414586
dolastatin,0.672470936667018
turnover,-0.6724521925635715
m1,-0.6723550315524365
hysteroscopic,-0.6721092172520403
aaa,0.6719118912914492
programme,-0.6718126113289468
enlargement,0.6717034008672931
intensive,-0.6715452461788253
masculinity,0.6714213698616811
recommends,-0.6712406038417704
even,-0.6707686189605805
alter,0.6707678752199007
incorporation,-0.6701406171902731
inexpensive,-0.6698319394501759
previously,0.6690336840613962
success,-0.6688994552998154
impacted,0.6687612208742902
prep,0.6684901517949211
alveolar,-0.6679879455420964
gradient,0.6678535014625488
transgender,0.6674252548521085
dot,0.6673223041677808
neuraxial,-0.6672482040628178
child,0.6671583452593267
improved,-0.6666652054746648
skin,-0.6661692019018839
completion,0.6659994160687649
cyp2d6,-0.6659548477989665
testing,0.6656531730807508
